Date,Fallacy,Label,Subcategory,arg_comp,arg_rel,Context,bio_tags,pos_tags
2016,some horrible things,AppealtoEmotion,Loaded Language,Premise,Support,"And my whole concept was to make America great again. When I watch the deals being made, when I watch what’s happening with some horrible things like Obamacare, where your health insurance and health care is going up by numbers that are astronomical, 68 percent, 59 percent, 71 percent, when I look at the Iran deal and how bad a deal it is for us, it’s a one - sided transaction where we’re giving back $150 billion to a terrorist state, really, the number one terror state, we’ve made them a strong country from really a very weak country just three years ago. When I look at all of the things that I see and all of the potential that our country has, we have such tremendous potential, whether it’s in business and trade, where we’re doing so badly.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","CCONJ,PRON,ADJ,NOUN,AUX,PART,VERB,PROPN,ADJ,ADV,PUNCT,SCONJ,PRON,VERB,DET,NOUN,AUX,VERB,PUNCT,SCONJ,PRON,VERB,PRON,AUX,VERB,ADP,DET,ADJ,NOUN,ADP,PROPN,PUNCT,SCONJ,PRON,NOUN,NOUN,CCONJ,NOUN,NOUN,AUX,VERB,ADP,ADP,NOUN,PRON,AUX,ADJ,PUNCT,NUM,NOUN,PUNCT,NUM,NOUN,PUNCT,NUM,NOUN,PUNCT,SCONJ,PRON,VERB,ADP,DET,PROPN,NOUN,CCONJ,SCONJ,ADJ,DET,NOUN,PRON,AUX,ADP,PRON,PUNCT,PRON,VERB,DET,NUM,PUNCT,ADJ,NOUN,SCONJ,PRON,AUX,VERB,ADP,SYM,NUM,NUM,ADP,DET,ADJ,NOUN,PUNCT,ADV,PUNCT,DET,NOUN,NUM,NOUN,NOUN,PUNCT,PRON,AUX,VERB,PRON,DET,ADJ,NOUN,ADP,ADV,DET,ADV,ADJ,NOUN,ADV,NUM,NOUN,ADV,PUNCT,SCONJ,PRON,VERB,ADP,PRON,ADP,DET,NOUN,PRON,PRON,VERB,CCONJ,PRON,ADP,DET,NOUN,SCONJ,PRON,NOUN,VERB,PUNCT,PRON,VERB,ADJ,ADJ,NOUN,PUNCT,SCONJ,PRON,VERB,ADP,NOUN,CCONJ,NOUN,PUNCT,SCONJ,PRON,AUX,VERB,ADV,ADV,PUNCT"
2016,"You know, Donald was very fortunate in his life, and that's all to his benefit. He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there. I don't buy that.",AdHominem,Circumstantial Ad hominem,Claim,Attack,"I understand that. You know, Donald was very fortunate in his life, and that's all to his benefit. He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there. I don't buy that. I have a different experience.","['O', 'O', 'O', 'B-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'O', 'O', 'O', 'O', 'O']","PRON,VERB,PRON,PUNCT,PRON,VERB,PUNCT,PROPN,AUX,ADV,ADJ,ADP,PRON,NOUN,PUNCT,CCONJ,PRON,AUX,PRON,ADP,PRON,NOUN,PUNCT,PRON,VERB,PRON,NOUN,ADP,SYM,NUM,NUM,PUNCT,VERB,ADP,PRON,NOUN,PUNCT,CCONJ,PRON,ADV,VERB,SCONJ,PRON,ADJ,PRON,VERB,ADJ,NOUN,PUNCT,PRON,ADV,ADV,PRON,AUX,AUX,CCONJ,SCONJ,PRON,AUX,VERB,ADP,ADP,ADV,PUNCT,PRON,AUX,PART,VERB,PRON,PUNCT,PRON,VERB,DET,ADJ,NOUN,PUNCT"
2016,"Well, you owe the president an apology, because as you know very well, your campaign, Sidney Blumenthal—he’s another real winner that you have—and he’s the one that got this started, along with your campaign manager, and they were on television just two weeks ago, she was, saying exactly that. So you really owe him an apology.",AdHominem,Tu quoque,Claim,Support,"He owes the president an apology, he owes our country an apology, and he needs to take responsibility for his actions and his words. Well, you owe the president an apology, because as you know very well, your campaign, Sidney Blumenthal—he’s another real winner that you have—and he’s the one that got this started, along with your campaign manager, and they were on television just two weeks ago, she was, saying exactly that. So you really owe him an apology. You’re the one that sent the pictures around your campaign, sent the pictures around with President Obama in a certain garb.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AdHominem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,VERB,DET,NOUN,DET,NOUN,PUNCT,PRON,VERB,PRON,NOUN,DET,NOUN,PUNCT,CCONJ,PRON,VERB,PART,VERB,NOUN,ADP,PRON,NOUN,CCONJ,PRON,NOUN,PUNCT,INTJ,PUNCT,PRON,VERB,DET,PROPN,DET,NOUN,PUNCT,SCONJ,SCONJ,PRON,VERB,ADV,ADV,PUNCT,PRON,NOUN,PUNCT,PROPN,PROPN,PUNCT,PRON,VERB,DET,ADJ,NOUN,PRON,PRON,VERB,PUNCT,CCONJ,PRON,VERB,DET,NOUN,PRON,VERB,PRON,VERB,PUNCT,ADP,ADP,PRON,NOUN,NOUN,PUNCT,CCONJ,PRON,AUX,ADP,NOUN,ADV,NUM,NOUN,ADV,PUNCT,PRON,AUX,PUNCT,VERB,ADV,PRON,PUNCT,ADV,PRON,ADV,VERB,PRON,DET,NOUN,PUNCT,PRON,VERB,DET,NOUN,PRON,VERB,DET,NOUN,ADP,PRON,NOUN,PUNCT,VERB,DET,NOUN,ADP,ADP,PROPN,PROPN,ADP,DET,ADJ,NOUN,PUNCT"
2000,enormous regard,AppealtoEmotion,Loaded Language,Premise,Support,"I'm not attacking the military, Joe. I have enormous regard for the men and women of the U. S. military. I had the privilege of working with them for the four years I was the Secretary of Defense.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,AUX,PART,VERB,DET,NOUN,PUNCT,PROPN,PUNCT,PRON,VERB,ADJ,NOUN,ADP,DET,NOUN,CCONJ,NOUN,ADP,DET,PROPN,PROPN,NOUN,PUNCT,PRON,VERB,DET,NOUN,ADP,VERB,ADP,PRON,ADP,DET,NUM,NOUN,PRON,AUX,DET,PROPN,ADP,PROPN,PUNCT"
2000,"I read a report, or a memo, from somebody in his 1988 campaign -- I forgot the fellow's name -- warning then Senator Gore to be careful about exaggerating claims. I thought during his debate with Senator Bradley saying he authored the EITC when it didn't happen.",AppealtoAuthority,Without Evidence,Premise,Support,"This isn't something new. I read a report, or a memo, from somebody in his 1988 campaign -- I forgot the fellow's name -- warning then Senator Gore to be careful about exaggerating claims. I thought during his debate with Senator Bradley saying he authored the EITC when it didn't happen. I mention the last debate -- The Earned Income Tax Credit, sorry.","['O', 'O', 'O', 'O', 'B-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,AUX,PART,PRON,ADJ,PUNCT,PRON,VERB,DET,NOUN,PUNCT,CCONJ,DET,NOUN,PUNCT,ADP,PRON,ADP,PRON,NUM,NOUN,PUNCT,PRON,VERB,DET,NOUN,PART,NOUN,PUNCT,VERB,ADV,PROPN,PROPN,PART,AUX,ADJ,ADP,VERB,NOUN,PUNCT,PRON,VERB,ADP,PRON,NOUN,ADP,PROPN,PROPN,VERB,PRON,VERB,DET,PROPN,SCONJ,PRON,AUX,PART,VERB,PUNCT,PRON,VERB,DET,ADJ,NOUN,PUNCT,DET,PROPN,PROPN,PROPN,PROPN,PUNCT,ADJ,PUNCT"
1996,"Again, well it's, you are very selective, Mr. President.",AdHominem,"Name-Calling, Labeling",Claim,Attack,"I think we just have to continue to work on this until those who think it isn't dangerous and won't kill them and won't destroy their lives, get the message and change. Again, well it's, you are very selective, Mr. President. You don't want to politicize drugs, but it's already politicized Medicare, go out and scare senior citizens and other vulnerable groups, veterans and people who get Pell Grants and things like this.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,VERB,PRON,ADV,VERB,PART,VERB,PART,VERB,ADP,PRON,ADP,PRON,PRON,VERB,PRON,AUX,PART,ADJ,CCONJ,AUX,PART,VERB,PRON,CCONJ,AUX,PART,VERB,PRON,NOUN,PUNCT,VERB,DET,NOUN,CCONJ,NOUN,PUNCT,ADV,PUNCT,INTJ,PRON,AUX,PUNCT,PRON,AUX,ADV,ADJ,PUNCT,PROPN,PROPN,PUNCT,PRON,AUX,PART,VERB,PART,VERB,NOUN,PUNCT,CCONJ,PRON,AUX,ADV,VERB,PROPN,PUNCT,VERB,ADP,CCONJ,VERB,ADJ,NOUN,CCONJ,ADJ,ADJ,NOUN,PUNCT,NOUN,CCONJ,NOUN,PRON,VERB,PROPN,PROPN,CCONJ,NOUN,ADP,PRON,PUNCT"
2000,Surely we can fight off these laws that will encourage doctors to -- to allow doctors to take the lives of our seniors.,Slipperyslope,Slippery slope,Claim,Support,Surely this nation can come together to promote the value of life. Surely we can fight off these laws that will encourage doctors to -- to allow doctors to take the lives of our seniors. Surely we can work together to create a cultural life so some of these youngsters who feel like they can take a neighbor's life with a gun will understand that that's not the way America is meant to be.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","ADV,DET,NOUN,AUX,VERB,ADV,PART,VERB,DET,NOUN,ADP,NOUN,PUNCT,ADV,PRON,AUX,VERB,ADP,DET,NOUN,PRON,AUX,VERB,NOUN,PART,PUNCT,PART,VERB,NOUN,PART,VERB,DET,NOUN,ADP,PRON,NOUN,PUNCT,ADV,PRON,AUX,VERB,ADV,PART,VERB,DET,ADJ,NOUN,SCONJ,PRON,ADP,DET,NOUN,PRON,VERB,SCONJ,PRON,AUX,VERB,DET,NOUN,PART,NOUN,ADP,DET,NOUN,AUX,VERB,SCONJ,PRON,AUX,PART,DET,NOUN,PROPN,AUX,VERB,PART,AUX,PUNCT"
2000,It is unAmerican,AppealtoEmotion,Loaded Language,Claim,Support,"It is just wrong. It is unAmerican, and to think that in the 21st Century this kind of nonsense is still going on. We have to stop it.","['B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,AUX,ADV,ADJ,PUNCT,PRON,AUX,ADJ,PUNCT,CCONJ,PART,VERB,SCONJ,ADP,DET,ADJ,PROPN,DET,NOUN,ADP,NOUN,AUX,ADV,VERB,ADP,PUNCT,PRON,VERB,PART,VERB,PRON,PUNCT"
1980,"an irresponsible statement, or, maybe, an ill - advised statement",AppealtoEmotion,Loaded Language,Claim,,"There have been preliminary skirmishing in the committees of the Senate, but the Treaty has never come to the floor of the Senate for either a debate or a vote. It's understandable that a Senator in the preliminary debates can make an irresponsible statement, or, maybe, an ill - advised statement. You've got 99 other senators to correct that mistake, if it is a mistake.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,AUX,AUX,ADJ,NOUN,ADP,DET,NOUN,ADP,DET,PROPN,PUNCT,CCONJ,DET,PROPN,AUX,ADV,VERB,ADP,DET,NOUN,ADP,DET,PROPN,ADP,CCONJ,DET,NOUN,CCONJ,DET,NOUN,PUNCT,PRON,AUX,ADJ,SCONJ,DET,PROPN,ADP,DET,ADJ,NOUN,AUX,VERB,DET,ADJ,NOUN,PUNCT,CCONJ,PUNCT,ADV,PUNCT,DET,ADV,PUNCT,VERB,NOUN,PUNCT,PRON,AUX,VERB,NUM,ADJ,NOUN,PART,VERB,DET,NOUN,PUNCT,SCONJ,PRON,AUX,DET,NOUN,PUNCT"
2016,a terrible mistake,AppealtoEmotion,Loaded Language,Claim,Attack,And among the ones that he has suggested are people who would reverse Roe v. Wade and reverse marriage equality. I think that would be a terrible mistake and would take us backwards. I want a Supreme Court that doesn’t always side with corporate interests.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","CCONJ,ADP,DET,NOUN,PRON,PRON,AUX,VERB,AUX,NOUN,PRON,AUX,VERB,PROPN,ADP,PROPN,CCONJ,VERB,NOUN,NOUN,PUNCT,PRON,VERB,PRON,AUX,AUX,DET,ADJ,NOUN,CCONJ,AUX,VERB,PRON,ADV,PUNCT,PRON,VERB,DET,PROPN,PROPN,PRON,AUX,PART,ADV,VERB,ADP,ADJ,NOUN,PUNCT"
2020,he has this thing about living in a basement.,AdHominem,,,,"He has the ability to lock himself up. I don’t know, he’s obviously made a lot of money, someplace, but he has this thing about living in a basement. People can’t do that.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'O', 'O', 'O', 'O']","PRON,VERB,DET,NOUN,PART,VERB,PRON,ADP,PUNCT,PRON,AUX,PART,VERB,PUNCT,PRON,AUX,ADV,VERB,DET,NOUN,ADP,NOUN,PUNCT,NOUN,PUNCT,CCONJ,PRON,VERB,DET,NOUN,ADP,VERB,ADP,DET,NOUN,PUNCT,NOUN,AUX,PART,VERB,PRON,PUNCT"
1960,We also have to see that all of the people of the United States - the tremendous talents that our people have - are used adequately.,AppealtoEmotion,Flag waving,Premise,Support,"We have to move into those areas with programs so that we make adequate use of the resources of those areas. We also have to see that all of the people of the United States - the tremendous talents that our people have - are used adequately. That's why in this whole area of civil rights, the equality of opportunity for employment and education is not just for the benefit of the minority groups, it's for the benefit of the nation so that we can get the scientists and the engineers and all the rest that we need.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,VERB,PART,VERB,ADP,DET,NOUN,ADP,NOUN,SCONJ,SCONJ,PRON,VERB,ADJ,NOUN,ADP,DET,NOUN,ADP,DET,NOUN,PUNCT,PRON,ADV,VERB,PART,VERB,SCONJ,PRON,ADP,DET,NOUN,ADP,DET,PROPN,PROPN,PUNCT,DET,ADJ,NOUN,PRON,PRON,NOUN,VERB,PUNCT,AUX,VERB,ADV,PUNCT,PRON,AUX,SCONJ,ADP,DET,ADJ,NOUN,ADP,ADJ,NOUN,PUNCT,DET,NOUN,ADP,NOUN,ADP,NOUN,CCONJ,NOUN,AUX,PART,ADV,ADP,DET,NOUN,ADP,DET,NOUN,NOUN,PUNCT,PRON,AUX,ADP,DET,NOUN,ADP,DET,NOUN,SCONJ,SCONJ,PRON,AUX,VERB,DET,NOUN,CCONJ,DET,NOUN,CCONJ,DET,DET,NOUN,PRON,PRON,VERB,PUNCT"
2000,"But I think that we should find a way to allow some kind of civic unions, and I basically agree with Dick Cheney and Joe Lieberman.",AppealtoAuthority,Without Evidence,Premise,Support,"I agree with that, and I did support that law. But I think that we should find a way to allow some kind of civic unions, and I basically agree with Dick Cheney and Joe Lieberman. And I think the three of us have one view and the Governor has another view.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,VERB,ADP,PRON,PUNCT,CCONJ,PRON,AUX,VERB,DET,NOUN,PUNCT,CCONJ,PRON,VERB,SCONJ,PRON,AUX,VERB,DET,NOUN,PART,VERB,DET,NOUN,ADP,ADJ,NOUN,PUNCT,CCONJ,PRON,ADV,VERB,ADP,PROPN,PROPN,CCONJ,PROPN,PROPN,PUNCT,CCONJ,PRON,VERB,DET,NUM,ADP,PRON,VERB,NUM,NOUN,CCONJ,DET,PROPN,VERB,DET,NOUN,PUNCT"
1996,the ugly and gruesome practice,AppealtoEmotion,Loaded Language,Premise,Support,"And to think that in this country, for every three births, there is one abortion. But even worse than that, as ugly as that might be -- and I know it's a tragedy to many people both on the pro - choice and pro - life position -- we have a President who vetoed a congressional ban on the ugly and gruesome practice of snatching life away from a child just moments before he or she enters the world. That is unacceptable.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","CCONJ,PART,VERB,SCONJ,ADP,DET,NOUN,PUNCT,ADP,DET,NUM,NOUN,PUNCT,PRON,VERB,NUM,NOUN,PUNCT,CCONJ,ADV,ADJ,ADP,PRON,PUNCT,ADV,ADJ,SCONJ,PRON,AUX,AUX,PUNCT,CCONJ,PRON,VERB,PRON,AUX,DET,NOUN,ADP,ADJ,NOUN,CCONJ,ADP,DET,ADJ,PUNCT,ADJ,CCONJ,ADJ,ADJ,ADJ,NOUN,PUNCT,PRON,VERB,DET,PROPN,PRON,VERB,DET,ADJ,NOUN,ADP,DET,ADJ,CCONJ,ADJ,NOUN,ADP,VERB,NOUN,ADV,ADP,DET,NOUN,ADV,NOUN,ADP,PRON,CCONJ,PRON,VERB,DET,NOUN,PUNCT,PRON,AUX,ADJ,PUNCT"
